USER_ID,AGE_T,REGION_T,SEX_T,RELATIONSHIP_T
1078536,1,1,0,3
1244923,3,0,0,3
2522042,4,1,1,1
665088,2,0,1,3
690907,2,1,0,3
803336,4,0,1,2
612677,3,2,1,3
486662,4,3,1,0
175740,0,2,0,2
1199888,2,3,0,2
1139743,2,0,0,3
885229,3,1,1,2
1549715,2,3,0,2
515357,4,0,1,0
170850,2,2,1,0
75626,3,1,1,3
1091637,1,1,0,3
513867,2,2,1,1
73560,4,0,0,2
784538,4,3,1,2
148071,4,1,1,3
482972,3,1,1,1
2093686,2,1,0,2
1107473,4,0,0,3
220944,3,1,0,2
2552970,1,0,1,3
1299943,2,1,1,2
1594336,2,0,1,3
274283,3,1,1,3
692684,4,3,1,3
1987927,3,1,0,0
1077011,4,1,0,1
1631923,0,0,1,1
1288382,2,1,1,1
807165,3,2,1,2
954374,0,3,1,0
222175,2,0,0,0
372286,2,0,0,3
2224142,2,2,0,2
656924,3,0,0,3
1581794,0,2,1,2
1103410,3,3,0,1
75923,3,1,0,1
267588,2,1,0,2
2514259,3,0,1,2
819953,2,2,0,0
587424,0,1,0,0
626749,2,3,0,1
477869,2,0,1,0
1328763,1,0,0,3
1956556,2,1,0,0
1632042,1,1,1,0
451220,3,1,0,2
357911,0,2,0,0
2225288,3,1,1,3
2153904,0,3,0,0
494636,1,1,1,0
19629,0,0,0,3
2108714,3,0,1,1
2306184,2,3,0,2
1921818,4,1,1,2
56276,2,0,1,0
1367104,1,3,1,2
1483641,0,1,0,0
62885,0,0,0,1
2301693,3,1,0,3
295514,4,0,1,2
513777,2,2,1,3
111421,4,0,1,3
1345639,3,1,1,0
2089631,2,1,1,1
182285,1,1,0,3
2530666,1,0,1,0
1540822,1,2,0,3
2010757,3,1,1,0
1018869,2,1,1,1
474566,0,1,1,0
956551,4,3,1,0
879376,3,0,1,1
997924,2,0,0,0
1320519,0,1,1,3
1721912,0,0,1,3
281296,2,3,1,3
289450,2,1,1,1
1873956,0,1,0,3
1519270,4,1,0,0
359228,0,0,0,2
962734,2,2,0,1
1235965,3,3,1,1
2471882,4,0,1,0
2157163,3,1,1,1
1448600,1,2,1,0
2551574,2,1,0,2
2440005,0,0,1,1
506642,2,1,1,3
1169978,2,3,1,1
2126931,0,0,1,3
2362880,1,0,0,2
626319,1,0,1,2
1456384,2,1,1,1
2315831,2,0,1,2
1461892,2,1,1,2
426435,2,1,1,3
2186772,3,1,1,3
2444198,0,0,0,3
2299681,4,1,0,1
931715,1,1,0,0
1977836,1,1,1,1
2138896,0,0,0,2
2096905,3,2,1,2
563342,1,0,1,1
2149770,1,2,0,2
569871,2,0,1,3
121500,1,3,1,1
1821693,3,0,0,1
1316255,0,1,0,2
270791,4,1,0,1
891877,3,1,0,0
2128721,1,0,0,1
134594,4,0,1,3
1453508,2,1,1,1
511339,0,2,0,3
718990,3,3,0,0
1744504,4,1,0,2
1546988,0,0,0,2
248835,1,2,1,1
1646625,3,1,1,0
2133655,3,1,1,2
2604706,2,3,0,3
1198344,2,2,0,2
1256445,2,1,1,3
1130212,3,0,1,1
1251540,3,0,1,3
712426,3,2,1,2
1081646,1,1,1,2
491380,3,0,1,2
107138,3,3,0,2
73255,4,1,1,0
431964,4,1,1,2
2508659,3,3,1,0
604222,3,2,1,3
2341171,2,0,1,1
359663,0,0,0,2
119928,4,1,1,0
212881,1,1,1,1
1615466,1,1,1,3
1626955,2,2,0,2
1728128,3,1,0,0
1306441,3,3,0,3
1892206,3,3,1,2
197294,2,1,0,2
2479032,4,0,0,2
1300458,3,1,0,3
597651,0,0,1,0
1939852,2,1,0,0
2136483,1,3,1,3
207999,4,1,1,1
2320214,1,1,1,3
1660482,2,0,1,1
896116,1,2,0,2
707937,1,1,1,0
458392,4,1,1,0
1832780,3,0,1,2
2253240,0,2,0,1
1856669,1,1,1,1
2533638,4,1,0,3
1638787,4,3,0,3
1027614,3,0,1,2
1825268,3,0,0,1
168005,1,0,1,2
2298023,3,1,0,3
503319,1,0,1,3
2295843,1,0,1,3
231173,2,3,0,3
2619792,2,0,1,2
2075802,0,3,1,0
787611,0,0,0,0
1625845,1,2,0,2
1104982,0,2,1,0
1935683,0,0,0,2
643754,3,1,0,0
249499,3,2,1,2
2105834,4,0,1,2
1350352,2,1,1,2
943994,0,0,1,2
354268,4,0,0,1
1978686,3,2,1,1
2344346,4,0,0,1
1659178,2,3,1,0
2045477,0,2,0,0
1849621,3,2,1,2
49764,2,0,0,2
19439,4,0,0,2
2166741,2,1,0,2
1574597,3,0,1,1
971845,2,1,0,2
2557350,2,1,0,2
31311,3,0,0,2
785055,0,3,1,3
795448,2,0,0,0
1792745,3,1,1,3
2527934,1,1,0,3
2415030,3,1,1,0
1807707,0,0,1,2
45005,4,0,1,2
1570868,4,0,1,0
636590,3,0,1,3
2451804,1,2,0,2
2291263,1,0,1,0
1725426,2,0,1,2
1101040,1,1,0,0
354466,4,1,0,0
1434863,4,2,0,0
2003111,1,1,0,1
1914308,2,1,0,2
235466,4,1,1,1
1463353,1,1,1,2
332547,2,1,1,1
1858537,4,1,1,1
1537954,1,0,0,0
2457677,3,1,1,0
340019,0,2,1,1
2020033,0,2,1,2
15632,3,2,1,2
832770,1,0,1,3
1912748,4,1,1,1
1598508,2,3,1,1
1985883,0,0,1,2
2034847,2,0,0,2
1499912,4,0,0,3
1666963,4,2,0,3
1258770,1,0,0,0
2228445,2,0,0,1
205848,3,3,0,2
1289616,2,0,0,2
765512,1,0,1,0
1084320,2,0,0,1
1907903,2,0,0,2
1526003,3,1,0,0
202445,4,1,0,2
116487,0,1,0,1
1610389,2,0,1,3
281455,4,3,1,1
1756672,0,1,0,1
1535511,2,0,1,2
248728,4,1,1,3
1246439,4,1,0,0
1702603,1,1,0,2
425731,2,0,1,2
2199639,4,2,1,0
1735705,4,0,0,1
320372,0,0,1,0
1572487,4,3,1,2
2553708,1,2,0,2
2064227,3,1,0,2
2363026,2,0,0,0
433588,1,3,0,1
2390637,2,0,0,3
35666,3,2,1,3
676757,2,1,1,1
533749,1,0,0,0
32183,0,1,1,1
2275994,0,0,1,3
1941766,3,0,0,3
88909,2,1,0,1
501282,4,0,1,1
776012,1,1,0,0
1728351,3,1,0,1
1457343,4,2,0,0
719055,1,1,1,1
1677101,2,2,1,3
58556,1,1,0,0
1316067,2,0,1,3
2403947,1,1,0,1
2549639,2,1,0,3
173067,2,0,1,0
2285935,4,1,1,2
1294494,2,1,1,3
2526394,3,1,0,0
53660,4,0,1,1
1547857,2,0,0,0
1747393,4,1,1,1
1848527,2,0,1,2
2007935,2,0,1,3
1355390,0,3,0,1
1887913,0,0,0,2
656067,2,2,1,0
215719,0,2,0,0
893373,4,0,1,0
1305276,2,1,0,1
1343950,0,2,0,1
1771027,0,2,0,1
1713727,0,0,0,3
1191116,2,0,0,3
74491,2,0,1,2
2453479,0,0,0,2
1656116,3,1,0,2
1205944,3,1,0,2
1972761,1,1,0,0
644251,1,1,1,3
1977123,3,0,0,2
1224620,0,0,1,2
1144218,2,0,0,2
2055214,2,0,0,1
1555020,2,1,1,2
2401932,3,2,1,3
287143,1,2,0,3
1234322,0,3,0,3
1127064,1,1,1,1
1830682,4,1,1,0
2304090,3,1,0,0
1601733,4,2,0,3
1961896,3,1,0,1
1819266,1,1,1,1
1022794,4,2,0,3
674359,0,1,0,0
1547853,0,0,0,1
658979,2,1,0,0
1584147,0,2,0,0
2636130,3,3,1,1
1830990,4,0,1,1
2159316,3,0,0,1
61218,4,1,0,2
1508121,2,3,0,1
2004864,1,1,0,3
2506867,4,3,0,1
1793483,1,0,1,2
76097,2,2,1,3
345075,2,0,1,1
1682781,4,1,0,0
480466,3,0,0,1
1419948,2,2,0,1
747779,4,3,0,1
1693133,3,1,1,0
1198704,2,0,0,2
1868151,3,2,0,3
1347648,4,2,1,1
527018,3,0,0,0
130673,0,1,1,0
1741427,1,1,0,3
1146965,3,0,1,1
2006870,3,0,1,1
1260240,3,0,0,2
1475449,4,0,1,1
2044571,2,1,0,1
1784858,4,1,1,1
2527168,2,2,0,3
1259241,4,1,1,1
2620556,2,3,0,0
1950210,3,0,1,0
1284788,0,2,0,2
105977,4,0,0,1
2646315,3,2,0,1
1173229,3,0,1,3
717664,2,3,0,2
383188,3,2,0,1
187894,0,1,1,0
2177655,4,1,0,3
2156165,2,3,0,3
79542,3,1,0,2
2293840,1,2,0,1
705574,2,1,0,2
296362,0,2,0,2
1756647,2,0,0,3
1720661,0,1,1,1
1393032,2,0,1,3
2610976,3,3,1,1
1453005,2,1,0,3
2487611,4,0,0,0
2136809,3,1,1,3
1526751,2,2,0,2
117702,4,0,1,3
1262843,0,0,0,0
1231657,2,0,0,1
1414962,3,1,0,2
2634260,2,2,0,0
2401423,2,0,0,2
12094,4,0,0,1
128418,0,0,1,1
1573638,2,1,1,3
1230048,0,0,1,3
2497849,1,2,1,2
1265149,3,0,0,1
1771283,4,0,1,1
1429262,1,3,0,0
1202073,1,0,1,2
1124002,3,2,0,1
899586,3,0,0,0
1071578,2,0,1,1
40726,1,1,0,3
2242846,4,0,0,0
441401,2,1,0,0
485551,3,3,1,2
1580581,0,1,1,1
2194293,1,2,0,3
832701,0,1,1,0
854087,1,1,1,2
1820313,1,0,1,1
289979,3,2,0,1
1980964,1,0,1,3
2419541,4,3,1,2
1711575,0,1,0,0
2094456,3,3,1,3
564062,2,2,1,0
978800,1,0,0,3
341437,3,1,1,2
1644388,1,0,0,1
2481447,4,1,1,2
2155615,4,0,1,3
637644,0,1,0,3
1003748,0,3,0,3
904285,4,3,0,1
887555,3,0,0,2
1069630,1,2,0,1
1051210,2,3,1,0
830883,2,0,0,3
1344986,2,1,1,3
629672,2,3,1,3
2027772,2,1,0,0
1964299,4,2,1,2
1334216,1,1,1,3
1068288,1,1,0,0
2333054,2,1,1,1
294406,0,0,1,3
2643074,0,0,0,2
1953523,1,2,1,1
633142,0,1,1,0
2624231,3,3,1,0
1475444,2,2,1,0
2270646,0,2,0,0
683838,1,1,1,2
2054148,1,1,1,3
2365689,0,0,1,3
994293,2,0,0,2
2372744,2,1,1,2
2270184,1,2,0,3
703307,2,1,1,0
1418690,2,2,0,1
1889224,4,0,0,2
437,0,0,1,2
2637359,2,2,1,3
2133375,1,1,1,3
2462050,2,0,0,0
1254504,1,1,0,3
496991,4,0,0,3
995139,1,1,0,0
788645,2,1,0,0
1826670,4,0,0,2
1460915,2,0,1,2
936267,2,2,1,1
656427,2,1,1,2
982059,0,1,0,3
1218689,3,1,0,1
1378811,4,0,0,3
1914313,0,0,0,1
193540,2,1,0,2
287966,1,1,0,1
2087951,1,3,1,2
1359818,2,2,0,1
2288019,0,1,0,1
328909,1,0,0,3
616697,3,0,1,2
2294405,1,3,1,2
2192314,2,2,0,0
2145921,1,0,0,3
1201736,4,1,0,1
1847936,4,0,1,1
120865,4,2,1,2
1848671,1,0,1,0
1967414,3,0,1,3
2292951,1,1,1,2
2380993,3,0,0,2
1326154,1,1,1,1
2291703,4,1,0,3
1992270,1,1,1,0
2215660,2,1,1,1
1044200,3,2,0,3
1731302,3,2,0,0
934172,3,1,0,3
1396731,4,0,0,3
661028,2,0,0,1
55856,1,1,0,1
1683683,1,0,0,1
889664,1,3,0,3
1070846,4,2,1,2
1854145,3,0,0,2
1306007,0,1,1,2
264775,1,0,0,2
2497793,3,0,0,0
2145443,3,1,1,1
223708,0,0,0,1
749681,4,0,1,2
2444991,2,2,0,3
8130,0,3,0,0
65992,1,2,1,2
961517,0,3,0,1
861533,2,1,0,0
2407436,4,0,0,0
2647393,4,1,1,1
1546013,1,0,0,0
1281310,4,1,1,0
2638255,0,3,0,0
299413,0,3,1,0
2638445,3,1,1,0
1963798,0,0,0,1
1863626,3,0,1,2
175893,0,0,0,0
1772631,1,2,0,3
425651,1,2,0,0
1264879,2,1,1,3
1253451,2,0,0,2
2262099,0,2,1,2
2592767,2,2,0,3
1681145,4,2,1,2
607250,4,1,0,1
700669,1,0,1,1
751007,1,1,0,2
37411,2,1,1,2
629353,2,0,1,0
1656483,4,2,1,1
1124395,3,2,1,1
1886630,2,1,1,1
816552,1,2,1,1
2158166,1,2,1,3
2053419,2,0,0,0
1208196,3,0,0,0
186371,3,2,1,3
880539,3,0,0,0
1371337,2,0,1,3
2444006,1,0,0,2
110772,3,0,0,3
1564606,3,0,1,0
1075565,3,3,1,0
1247298,0,0,0,3
202340,2,0,0,1
571932,1,1,0,1
1332395,0,1,0,3
217736,1,1,0,2
2058902,1,1,1,3
526942,3,1,0,1
1723974,3,2,1,2
243736,2,1,1,1
2241833,0,2,0,0
2309519,4,0,0,1
2119776,1,3,1,3
2240092,2,0,1,3
1126610,1,1,0,1
1358842,2,0,0,0
1055884,3,0,0,3
356620,4,0,0,2
1348337,4,2,0,1
1315256,0,0,0,1
2156411,3,1,1,0
2424727,0,3,1,1
2072431,4,3,0,1
2350987,4,0,1,2
852637,2,0,1,2
2083007,4,1,0,3
446465,1,0,1,3
2024189,3,1,1,1
1531216,2,2,0,1
2536192,1,0,0,2
2370538,0,0,1,3
1313010,4,2,1,0
2338260,4,2,0,3
207493,2,1,1,3
1689560,1,2,0,2
194798,4,0,0,3
1214855,0,3,0,0
1332965,1,1,0,1
261917,2,3,0,0
1093417,0,0,1,0
1180237,3,1,0,2
1116724,1,0,1,3
548868,3,2,2,2
2542528,2,0,0,3
721029,1,1,0,2
720889,4,0,0,2
2488707,1,1,1,2
834583,1,0,1,1
832987,2,2,0,3
2192957,3,1,1,0
77918,2,1,1,2
2498776,2,0,1,1
240016,3,3,1,2
1475490,1,1,1,2
166348,2,0,0,3
2570062,2,1,0,0
840836,3,3,0,2
1204027,1,0,0,0
1308595,2,2,1,2
2176478,4,0,0,0
199937,3,1,1,3
704994,4,1,1,3
2326770,3,2,1,3
628920,1,0,1,2
960609,2,1,0,0
1706223,2,1,0,2
1838955,1,0,0,0
1266768,0,1,1,3
1214915,3,1,1,0
1036845,3,1,1,0
392761,2,1,1,0
1585843,4,3,1,1
184248,1,0,1,1
1479597,4,0,0,0
48301,0,1,0,0
658771,4,1,0,0
1461334,0,2,1,2
273635,1,1,0,2
803761,0,1,0,2
1792588,2,2,1,0
1212878,1,0,0,3
2079524,1,0,0,1
1712525,0,1,0,3
297392,0,0,1,3
1785107,2,3,1,0
1219869,2,1,0,2
514166,0,1,0,1
2512437,3,0,0,2
1996358,4,0,0,3
1479299,1,0,1,1
2252640,1,0,1,3
1051405,4,1,1,0
1209776,1,3,1,3
367884,2,1,0,0
1611782,0,1,0,3
943252,3,3,1,3
2364022,3,2,1,3
185009,1,2,1,1
1395713,3,2,0,3
404067,2,0,1,0
965240,2,0,1,3
2601566,3,0,1,3
1816712,1,1,1,2
1395468,2,0,1,0
741465,3,1,0,0
1734196,4,1,1,0
2262990,0,1,0,1
818982,2,2,1,0
2532943,2,1,0,3
2509552,3,1,0,2
950307,0,0,0,3
2517422,1,0,0,0
1678862,2,1,1,3
1219515,2,1,0,0
427072,0,1,0,0
291701,4,3,0,1
1300772,2,2,0,3
2036587,1,1,1,0
167333,2,0,0,0
773298,4,0,1,1
525315,1,2,1,0
1184241,3,1,1,2
2287157,1,3,1,2
330227,1,3,1,0
2015502,1,1,0,1
18376,2,3,1,3
419978,0,0,0,0
863354,0,1,0,0
1451932,1,1,0,1
1776938,4,1,1,0
1563556,2,0,1,3
5739,1,2,1,2
2215444,4,2,1,2
1161657,2,2,0,3
426301,1,1,0,2
2057576,0,3,1,1
1268289,4,1,0,0
468271,2,3,0,0
920810,1,2,0,1
741853,0,2,1,1
1159389,0,0,1,2
1231605,1,0,0,0
1980753,3,0,1,2
322230,0,2,0,1
636256,3,2,0,0
750046,0,0,1,1
2607305,2,3,1,2
1204118,1,1,0,3
1588674,2,1,0,2
2616671,0,0,0,0
1451669,3,3,0,2
556465,2,1,1,2
2256146,1,2,1,3
1115022,2,1,0,1
265299,0,2,0,2
1401475,1,2,0,3
1701865,2,2,1,2
978157,2,1,1,0
25656,2,1,0,2
1687635,3,2,0,2
1873693,3,0,0,2
2114113,2,0,0,0
1692040,3,2,0,2
498285,1,1,0,0
1408110,0,0,0,3
548620,3,0,0,3
2576985,4,0,1,1
2289962,2,0,1,3
1942091,3,0,1,0
1195541,4,3,1,0
2575980,3,1,0,2
472460,2,0,1,2
1102861,1,1,0,1
2181750,1,2,0,3
2573128,0,1,1,1
201059,2,0,1,1
1551335,1,0,1,1
429537,4,0,1,2
42246,4,0,1,1
1749185,1,2,1,2
761631,0,2,1,2
1398818,1,2,0,3
600303,2,2,0,2
149719,1,1,0,3
2601021,3,0,1,1
555795,3,2,0,3
815517,2,1,1,0
1577767,1,1,0,2
47747,0,0,0,0
2332203,2,3,0,3
140996,2,0,1,0
1183707,4,1,0,0
158774,3,0,0,3
2061399,0,1,0,2
2244730,3,1,1,2
1647484,0,1,0,2
2021545,1,0,0,2
1226126,2,1,1,3
1095757,4,0,1,0
848094,4,2,1,0
1900476,3,1,1,0
320285,1,1,0,0
967410,2,1,0,3
2159494,0,2,1,0
299405,3,1,1,1
926656,3,1,0,1
314724,2,3,1,2
1999621,3,0,0,1
1703498,3,3,0,2
435157,0,3,0,1
2163086,0,0,0,1
730830,4,0,0,2
650050,2,0,0,1
709671,3,2,1,0
2420863,1,3,1,3
1549954,0,0,1,2
2124249,1,2,1,3
2596232,0,1,0,1
2624467,2,1,1,1
196045,2,1,1,3
2004155,4,1,1,2
1026521,0,2,1,0
912002,1,1,0,1
1105355,1,2,0,2
619826,4,3,1,1
2090329,2,1,1,0
2401182,1,2,1,0
519814,2,2,1,2
813299,0,0,0,3
1147262,1,3,1,3
2308561,1,2,0,0
488188,0,0,1,2
1909052,0,1,1,2
2434974,4,0,0,3
1717297,0,0,1,3
2635072,0,2,0,3
807575,4,2,0,2
715741,3,2,1,2
2242547,2,3,1,3
1690579,1,1,0,0
1959245,3,0,0,3
749739,3,2,0,0
1424250,4,0,0,2
1886987,0,1,1,1
2510883,1,2,1,1
1529676,3,0,1,1
1836594,0,2,0,2
623827,0,0,0,0
496544,3,2,1,2
932948,2,0,0,3
1377645,3,0,2,1
1703443,3,0,0,2
657314,2,0,1,3
983112,2,0,0,0
171008,0,0,0,3
295207,1,1,1,0
1271377,4,0,0,1
2586539,2,1,1,0
2210747,2,0,1,1
33089,2,1,0,0
2628250,3,1,0,1
747044,2,2,0,3
2353964,4,1,0,2
372228,1,0,1,3
1761558,2,0,1,0
663517,1,2,0,2
2111185,1,1,0,2
2029918,1,2,1,0
53720,0,1,1,0
201946,2,0,0,2
660009,2,2,0,3
981425,2,1,1,2
527357,4,1,1,0
1488135,2,0,1,2
564225,1,0,0,3
677111,4,0,0,1
58961,3,2,0,3
1447281,4,0,0,2
729509,2,0,0,3
1131707,2,0,0,0
889661,3,2,0,2
1108259,4,1,1,0
725273,3,2,1,3
224256,3,0,1,1
2316765,2,0,0,2
623911,1,2,1,2
1295189,1,3,1,2
1146705,2,0,0,3
1321006,3,1,0,0
2280944,3,2,1,3
2207228,2,1,0,2
1958930,3,1,1,3
877646,1,0,0,1
695933,3,1,1,2
774344,3,3,0,0
1511901,1,0,0,3
2397369,0,1,0,3
2442571,2,0,0,1
1562365,1,0,1,3
1412448,1,0,1,3
849287,4,1,0,2
1287079,4,1,1,3
2647442,1,0,1,2
2325963,0,0,0,2
850008,0,0,0,1
1711831,2,0,1,0
1928291,3,2,0,1
330435,2,0,0,1
360496,1,1,0,1
2608282,1,2,0,0
688079,1,1,0,0
778395,1,3,1,1
1317761,4,3,0,1
1299678,0,2,1,2
670629,3,3,0,2
1716980,3,1,0,1
2499476,2,0,1,3
1213378,2,3,1,3
58309,4,0,0,1
864958,0,1,0,0
1933004,0,0,1,3
755133,2,3,0,2
1768013,3,2,1,1
467325,2,3,0,2
1552750,1,0,0,1
1451582,2,1,1,3
2086041,4,1,1,0
919245,2,0,1,1
2197114,2,1,1,0
1376343,4,0,1,1
167586,4,0,0,1
915773,1,2,0,0
2427425,3,0,1,1
2243412,3,0,0,3
1720508,2,2,0,2
2501115,1,0,1,3
1743149,0,1,1,1
73679,1,0,0,2
255879,1,1,0,1
2479988,0,1,1,2
1987190,1,0,2,1
2107465,0,2,0,2
1315913,2,2,1,3
2362726,0,1,1,2
2072922,4,0,1,2
2305590,4,0,0,0
502592,1,0,1,0
2055175,2,0,1,2
218003,1,3,1,1
2019308,3,2,1,2
273042,2,2,1,1
2563095,3,0,0,2
1502703,1,0,1,2
1141900,2,0,1,1
754649,3,3,1,2
942906,3,0,0,2
2167037,4,1,0,3
700325,1,1,1,2
2473252,3,0,1,3
381158,4,3,1,3
503805,1,1,0,3
2054574,1,3,0,0
279889,1,0,1,0
233298,1,0,1,3
2119253,3,1,0,2
2096785,1,1,0,3
1674683,0,0,1,3
2147661,4,2,0,3
463783,4,3,0,1
1741568,3,0,1,3
1495603,1,1,1,2
2085007,1,1,0,2
1720114,2,3,0,1
2281787,3,1,1,2
1214536,4,2,1,1
883150,4,0,1,3
1073987,3,0,1,2
1493577,1,0,0,2
1400442,2,0,2,3
972435,3,1,0,0
1471014,2,0,0,3
1817670,0,1,1,3
263378,3,0,1,0
445221,1,0,0,3
1532422,0,0,1,1
265488,1,1,0,2
1387113,0,2,0,0
2554764,3,0,1,1
2130558,4,3,1,2
451989,0,1,1,3
1141391,4,3,1,0
2208638,2,0,1,1
2259885,0,1,0,1
540683,3,1,1,3
40190,2,0,1,2
425596,1,0,0,0
972972,4,2,0,2
898742,4,2,0,1
1929632,3,0,0,0
2512667,3,2,1,0
1855281,1,2,0,0
2327577,2,0,1,3
14408,2,1,1,2
856315,4,1,0,0
1959714,1,0,1,2
2548793,2,0,1,1
919223,1,1,0,3
1446413,2,0,0,1
536484,2,0,0,2
950478,0,2,0,0
1146943,2,0,0,2
1014167,1,2,1,0
1108325,1,1,1,1
1570806,3,0,1,0
2047141,1,0,0,1
289713,3,2,1,0
1032111,0,0,0,3
1429772,4,1,1,2
749791,2,2,1,3
2634003,0,2,0,2
2603102,1,1,0,2
820758,0,1,1,0
2314377,4,1,2,0
939800,1,1,1,2
1633457,0,2,1,3
2125356,1,2,1,2
774290,1,0,1,1
1228248,2,1,0,1
1532011,1,0,0,1
1799865,4,1,0,3
468254,3,0,1,3
2143649,0,0,0,1
662542,1,1,0,1
1565023,2,1,0,0
693999,1,1,1,2
2537849,2,1,0,3
860901,3,1,1,0
1502525,1,0,0,2
2061662,4,3,1,0
1279198,4,1,0,2
1388494,3,3,1,1
390215,0,3,1,0
2580075,3,2,0,2
1693719,1,0,0,1
410782,0,2,0,0
2631681,3,0,1,3
2376098,0,1,0,1
2485483,3,0,0,2
252988,2,3,0,1
1214236,2,0,0,1
1001491,4,0,0,1
617852,0,0,1,1
617543,0,3,1,0
1722093,3,1,0,0
19360,2,1,0,3
735932,3,1,0,0
93377,1,0,1,0
1939337,0,1,0,3
2183309,3,3,1,3
525127,3,1,0,0
1899657,4,0,0,2
2252012,1,1,0,2
1985056,3,0,1,1
888529,2,1,1,0
827267,2,0,1,0
1194766,0,2,1,2
710405,2,1,0,0
1546796,1,2,0,2
1416681,0,0,1,0
1791713,2,0,0,0
438535,3,1,0,2
1145990,4,2,0,0
2514916,4,3,1,0
501382,1,0,0,3
1678820,2,0,1,3
95651,3,1,1,2
1338378,3,1,0,1
1067495,3,0,1,3
1495286,3,2,0,1
2360987,2,0,0,1
1752518,1,0,1,3
2532723,3,0,0,2
2126670,2,3,1,0
2346383,2,1,0,3
1053828,2,0,1,1
1535199,2,0,1,0
1414040,4,0,1,1
1606930,4,2,0,3
1010550,2,0,1,3
665002,2,3,1,0
2644619,0,0,1,2
1672494,2,0,0,0
1288089,2,0,0,2
1757495,1,0,1,1
1061879,3,0,1,0
304624,0,3,1,1
31203,1,0,1,3
1082596,3,2,1,2
1999043,2,1,0,1
2495622,2,3,0,3
1483089,0,2,1,3
1698542,0,0,0,2
407487,0,3,0,0
48632,4,1,0,3
1310822,2,0,1,3
1490341,0,1,0,3
1873100,4,1,0,2
1291512,3,1,1,0
273020,2,1,0,0
334084,3,1,0,0
1962384,2,0,0,0
581469,1,0,1,3
224790,3,3,1,3
541403,3,0,1,3
1871763,0,0,0,2
2298510,1,2,0,0
94289,4,1,1,3
228719,2,2,0,2
495183,1,2,1,2
548261,4,2,1,3
1016923,3,2,1,3
1872286,3,0,0,1
2146949,0,3,0,0
1784726,3,3,1,1
72550,0,3,1,1
1528604,4,3,1,0
34725,3,0,0,3
140952,1,0,1,2
2213522,2,1,0,0
2530497,2,2,0,1
2635244,1,2,0,1
2012490,0,0,0,1
2103118,0,2,0,0
723241,3,2,1,0
300629,1,0,0,2
73210,2,1,0,3
1509238,0,1,1,2
2197019,1,1,0,2
1238676,1,0,1,1
162866,1,0,0,2
1999911,2,3,1,1
2264345,0,3,0,3
2434411,2,2,0,2
1978673,1,0,1,3
618433,2,0,0,1
208428,4,0,0,2
2029937,3,1,1,1
1081157,0,0,0,0
1551765,0,1,0,0
900180,0,1,0,1
1485471,2,3,1,3
429351,1,3,1,2
2378815,2,1,0,2
934936,1,3,1,1
2360518,0,1,0,1
506031,1,0,0,1
508202,3,0,1,0
1917699,3,3,1,0
2361994,4,1,0,0
800793,2,1,1,1
2324919,3,0,0,2
750174,3,0,1,3
358009,3,1,1,2
1891149,2,0,0,2
2320873,4,0,0,0
836094,1,1,0,2
1777044,0,3,0,2
730283,2,1,0,0
864140,3,0,0,2
1155450,2,2,1,1
1269270,1,2,1,3
1604493,2,0,1,1
1729229,1,2,0,1
422037,3,1,1,2
2456461,2,0,0,0
2566657,3,0,0,0
238114,0,1,0,0
999234,4,1,0,3
2289507,4,2,1,0
1078467,1,1,0,0
90537,2,1,0,3
2386526,0,2,1,0
266,3,1,1,2
498640,2,0,0,0
2066387,2,0,1,3
174108,2,1,1,0
1620821,2,1,0,0
253267,4,0,0,3
321629,3,0,0,0
2165038,2,0,1,2
754185,1,0,1,0
1540675,2,0,0,2
869670,0,0,0,3
1272978,0,2,1,1
834785,1,0,1,2
1285136,3,2,0,3
2263248,3,1,1,1
2235003,4,1,0,1
449766,2,2,1,1
2141362,2,1,1,3
1588486,3,1,1,3
1737281,1,1,0,0
714725,0,2,0,1
1536719,3,0,1,0
13597,1,0,1,1
557945,3,1,0,3
315312,3,1,1,0
1253750,2,1,0,1
2181533,1,3,1,2
591064,3,0,1,2
469690,2,2,1,3
453432,1,2,1,1
372331,2,0,0,3
654715,2,0,1,2
2217317,1,3,1,1
538024,2,0,1,3
431154,0,3,1,1
110173,0,3,0,0
2292392,2,1,0,1
1756726,3,1,1,0
771733,0,2,1,2
1039931,3,1,1,1
2299405,0,0,0,2
226849,2,0,1,0
1319575,0,0,1,3
1301392,2,3,0,1
1534911,4,2,0,1
1058865,4,0,1,0
235258,0,1,1,2
2193535,2,0,1,3
2455938,4,1,1,0
759417,1,0,0,3
2147248,2,0,1,1
1300164,0,1,0,0
2526559,1,0,1,3
1257850,3,1,1,2
1827355,1,3,0,1
1630952,3,0,0,2
2108633,2,1,0,3
1828297,3,1,0,1
1139842,3,3,1,2
1754219,4,1,0,0
242881,3,0,1,0
441765,1,0,1,3
2630106,2,3,1,0
557867,4,3,0,3
262905,4,3,0,1
2535902,2,3,1,3
1752099,3,0,1,1
1210010,2,2,0,1
1159968,3,0,1,1
2602697,3,0,1,3
732495,1,2,1,2
222003,0,1,1,0
784992,2,1,0,1
2609456,4,0,1,0
2248749,0,0,1,3
2102830,2,0,1,0
1337976,2,1,0,0
961286,3,2,1,0
339891,2,0,1,0
1118746,2,0,0,0
1536801,1,0,1,0
2209538,2,2,0,1
1580663,4,1,1,2
1857335,0,3,0,0
2453968,2,2,0,0
1075227,4,1,2,0
719576,0,0,1,3
2524292,2,0,1,1
